id,name,birthdate,gender,race,net_income,region,average_grades,num_bathrooms,distance_from_school,dropout
12176,José Pereira,2003-11-01,Male,Black,2349.73,East,7.52,1,2.36,1
12177,Pedro Silva,2005-10-22,Female,Brown,2814.77,East,6.48,1,9.17,0
12178,Carla Pereira,2007-03-11,Female,White,5083.06,North,7.85,1,13.82,1
12179,Paulo Oliveira,2005-11-13,Female,White,1586.08,West,8.22,1,1.04,0
12180,José Souza,2006-09-11,Female,White,-367.03,West,9.24,2,2.79,1
12181,Lucas Oliveira,2005-05-23,Male,Brown,1832.72,South,5.87,1,7.37,1
12182,Paulo Ribeiro,2005-03-27,Male,White,1595.19,West,3.93,1,2.65,0
12183,João Ribeiro,2000-07-26,Female,White,2241.56,West,6.47,1,14.5,0
12184,Clara Silva,2002-06-12,Male,Black,5991.09,North,2.09,2,7.65,0
12185,Pedro Lima,2003-12-20,Male,Brown,1854.17,South,7.91,1,4.87,0
12186,Lucas Santos,2005-07-27,Female,Brown,2249.51,Center,7.69,2,10.39,1
12187,Camila Oliveira,2002-02-08,Male,Brown,1771.66,East,9.89,1,10.27,0
12188,Pedro Costa,2009-01-21,Male,Brown,2188.62,South,4.82,1,12.92,0
12189,Carla Oliveira,2002-08-07,Female,Black,918.22,East,1.03,2,5.44,1
12190,João Lima,2003-04-08,Male,Brown,2636.62,South,8.25,2,10.82,1
12191,Lucas Oliveira,2002-07-22,Male,Brown,654.57,East,2.68,1,9.97,1
12192,Paulo Martins,2002-12-24,Female,Black,2070.08,South,8.28,1,7.93,1
12193,Paulo Costa,2004-05-23,Female,Brown,2564.42,Center,2.26,1,10.54,1
12194,Ana Martins,2007-08-12,Male,Brown,2084.16,South,1.91,1,10.54,1
12195,Pedro Pereira,2007-01-13,Female,Brown,2412.72,East,9.73,1,13.44,1
12196,Pedro Souza,2005-05-28,Male,Brown,1178.8,Center,8.89,2,6.27,1
12197,Ana Costa,2007-02-10,Male,White,2436.82,South,5.88,1,3.44,0
12198,Camila Martins,2000-05-03,Female,Brown,1834.82,West,3.85,1,11.68,1
12199,João Ferreira,2009-10-28,Male,Brown,1105.82,East,4.91,2,5.22,0
12200,Paulo Costa,2006-04-23,Male,White,3039.3,Center,0.14,1,1.85,0
12201,Maria Ferreira,2001-12-04,Female,Brown,2426.71,East,9.12,1,4.56,1
12202,Ana Lima,2004-06-08,Male,White,1721.05,North,9.99,1,14.9,0
12203,Pedro Lima,2001-04-05,Male,Brown,3675.77,East,1.54,1,7.78,1
12204,Lucas Silva,2009-11-11,Male,Brown,2107.66,South,5.3,2,10.08,0
12205,Maria Ribeiro,2007-07-02,Male,White,2641.99,West,7.55,1,0.52,0
12206,Clara Oliveira,2003-11-21,Male,Brown,3220.03,South,9.6,2,2.83,0
12207,Pedro Pereira,2001-04-13,Female,White,1116.54,Center,7.63,3,1.85,0
12208,Lucas Martins,2008-02-05,Male,Brown,2213.96,South,3.96,1,6.08,1
12209,Clara Ribeiro,2004-03-20,Female,White,377.71,Center,8.2,3,5.81,0
12210,Ana Santos,2001-02-14,Female,Brown,3557.89,North,7.27,1,11.41,1
12211,João Costa,2006-11-28,Male,Indigenous,3081.74,North,5.7,2,12.71,0
12212,Lucas Ribeiro,2002-03-25,Male,Black,2534.88,North,6.5,2,5.04,0
12213,Paulo Silva,2006-04-15,Male,Brown,3682.21,South,9.36,1,4.72,0
12214,Camila Martins,2004-01-27,Female,White,2652.69,West,0.07,3,11.95,1
12215,Lucas Martins,2006-12-03,Male,Black,1973.49,Center,8.53,2,14.11,1
12216,Ana Costa,2000-04-06,Female,White,3027.17,West,4.87,3,10.74,0
12217,João Costa,2006-12-07,Male,White,2217.94,Center,3.89,3,11.26,1
12218,João Costa,2007-06-27,Male,Brown,-841.83,East,8.7,2,8.39,0
12219,Ana Oliveira,2004-11-14,Male,Brown,3569.91,East,0.82,1,12.19,1
12220,Maria Martins,2002-08-26,Female,Black,3627.69,East,6.64,3,14.25,0
12221,Clara Pereira,2000-09-16,Male,Brown,1981.82,South,4.64,2,10.15,0
12222,Maria Oliveira,2002-08-27,Male,Brown,4460.08,West,2.01,1,14.22,1
12223,Maria Pereira,2005-03-20,Female,White,1403.96,North,9.67,1,4.56,0
12224,Paulo Silva,2009-09-24,Male,Brown,-714.33,North,9.83,1,14.26,0
12225,Clara Ferreira,2003-12-07,Male,Black,4120.48,North,1.74,2,6.95,1
12226,João Martins,2002-07-23,Female,Brown,4516.13,South,7.49,1,6.01,1
12227,Paulo Souza,2001-08-08,Female,White,1637.91,East,7.27,2,8.33,1
12228,Lucas Santos,2001-08-25,Male,White,1741.6,North,6.27,3,10.79,1
12229,José Ferreira,2005-12-25,Male,White,233.07,Center,7.27,1,4.87,1
12230,Carla Oliveira,2007-11-11,Male,Black,1606.58,West,9.71,2,5.04,0
12231,Pedro Ferreira,2001-03-11,Male,Brown,-249.5,West,6.33,3,11.68,1
12232,João Oliveira,2006-03-21,Female,Brown,2931.2,South,4.49,1,2.99,0
12233,Lucas Ferreira,2008-10-28,Female,Brown,5244.52,East,3.67,3,2.22,1
12234,João Santos,2007-12-13,Male,Brown,1678.85,South,3.1,3,9.09,0
12235,Paulo Santos,2007-06-10,Male,White,2872.51,East,1.27,2,11.49,1
12236,João Santos,2008-12-27,Male,Brown,1161.14,South,2.03,1,7.01,1
12237,Ana Ribeiro,2009-01-16,Female,Brown,2807.82,West,3.2,1,7.63,1
12238,José Martins,2006-09-15,Female,Brown,5004.53,South,7.92,1,11.2,0
12239,João Oliveira,2002-10-14,Male,White,3632.57,South,5.39,2,14.83,1
12240,José Silva,2004-05-08,Male,White,1324.11,North,6.05,2,11.39,1
12241,Carla Costa,2006-12-16,Male,Brown,2859.45,East,4.63,2,10.59,0
12242,Carla Santos,2007-01-02,Male,White,1312.59,North,8.46,1,5.73,0
12243,Paulo Costa,2004-05-01,Female,White,4716.65,South,0.56,1,7.02,1
12244,Carla Ferreira,2005-01-03,Female,White,-366.47,Center,8.82,1,6.37,1
12245,Lucas Ribeiro,2007-11-19,Male,Brown,1944.82,East,0.26,1,2.06,1
12246,Clara Costa,2007-05-09,Female,Brown,2345.01,North,9.38,1,0.84,0
12247,Paulo Ferreira,2006-03-23,Male,White,4129.85,West,8.15,2,11.19,0
12248,Paulo Silva,2001-06-17,Male,Brown,4020.96,South,3.25,1,8.95,1
12249,Maria Ferreira,2000-09-15,Female,Brown,5147.21,East,0.81,1,0.52,1
12250,Ana Lima,2008-11-04,Male,White,2127.55,East,7.53,1,14.43,1
12251,Lucas Silva,2004-07-19,Female,Brown,2964.64,North,3.14,1,14.02,0
12252,Ana Lima,2003-10-23,Female,White,3877.05,North,4.01,1,14.87,1
12253,Lucas Costa,2005-02-09,Female,White,2399.6,South,9.93,1,6.21,1
12254,João Ferreira,2004-11-16,Male,White,2747.77,East,6.07,1,2.15,0
12255,Paulo Costa,2008-04-04,Female,White,6108.73,Center,0.9,3,10.78,1
12256,Carla Costa,2007-05-05,Male,Black,-273.49,North,9.23,1,14.26,1
12257,Carla Ferreira,2005-06-17,Female,White,463.22,North,2.18,1,1.5,0
12258,João Ferreira,2002-01-10,Female,Brown,2118.9,South,1.71,1,0.41,1
12259,José Santos,2003-04-02,Female,Brown,3068.09,West,3.94,1,3.92,1
12260,Ana Silva,2001-07-15,Male,Black,5033.74,East,6.4,1,7.9,1
12261,Paulo Silva,2006-10-19,Male,White,2288.1,Center,1.74,2,4.4,1
12262,Camila Martins,2005-10-02,Male,White,1402.15,South,8.7,3,2.09,0
12263,Pedro Santos,2001-02-04,Male,White,5041.43,Center,8.88,2,1.33,0
12264,Lucas Martins,2006-09-05,Female,Brown,4303.83,East,0.49,1,0.37,1
12265,Maria Santos,2002-12-28,Female,White,3114.65,Center,8.3,2,2.74,0
12266,Camila Ribeiro,2008-02-09,Female,Brown,2749.93,South,9.1,1,10.92,0
12267,Pedro Costa,2003-04-23,Male,White,4461.13,Center,7.78,1,2.91,0
12268,Paulo Martins,2003-03-24,Male,Brown,3765.1,Center,9.43,1,1.56,1
12269,José Silva,2001-09-06,Male,Black,4206.4,South,1.05,1,5.21,0
12270,Ana Costa,2000-01-10,Female,Black,3252.19,North,1.52,1,8.66,1
12271,Camila Costa,2004-10-01,Female,Brown,3252.32,East,7.03,2,12.59,1
12272,Paulo Martins,2008-12-10,Female,Black,3845.07,West,0.04,1,4.18,1
12273,Pedro Ferreira,2006-06-11,Male,Brown,4358.04,East,1.11,3,5.62,0
12274,Clara Silva,2006-07-02,Female,White,2048.23,Center,4.4,2,12.03,1
12275,Carla Souza,2009-01-07,Female,Brown,2453.19,West,8.28,1,5.14,0
12276,Paulo Pereira,2006-03-23,Female,Black,1959.44,South,8.09,1,9.13,0
12277,Clara Pereira,2009-07-28,Female,Brown,2069.17,Center,3.07,1,4.75,1
12278,Carla Oliveira,2009-11-16,Female,White,4609.48,Center,0.08,3,5.74,0
12279,Maria Lima,2002-04-12,Female,White,1036.09,East,6.41,1,11.11,1
12280,José Costa,2008-05-26,Female,Brown,2596.62,East,9.16,1,9.67,0
12281,José Martins,2000-12-01,Female,Brown,5114.09,East,7.27,1,7.84,0
12282,Ana Martins,2005-08-12,Female,White,-1098.96,West,1.28,1,5.37,1
12283,José Lima,2007-04-23,Male,White,3134.26,East,9.65,1,12.37,1
12284,Lucas Ribeiro,2006-05-18,Male,Brown,3284.46,West,8.26,1,7.21,0
12285,Paulo Ribeiro,2000-07-23,Male,White,515.36,North,7.62,3,13.96,1
12286,Clara Santos,2003-01-24,Male,Indigenous,136.31,East,7.05,3,11.72,0
12287,Camila Lima,2000-09-09,Female,White,421.62,Center,6.2,1,11.79,0
12288,Maria Martins,2008-07-05,Male,White,3830.57,Center,9.31,2,9.92,1
12289,João Pereira,2009-10-08,Male,White,1614.53,West,4.2,1,10.71,1
12290,Clara Ribeiro,2009-09-08,Male,Brown,3696.18,South,4.48,1,2.48,1
12291,Paulo Souza,2004-07-13,Female,White,1580.05,Center,7.56,1,6.66,0
12292,Ana Silva,2001-11-12,Male,White,1137.75,South,1.5,1,3.21,1
12293,Camila Pereira,2003-08-23,Female,Brown,1010.79,West,3.16,3,8.17,1
12294,Clara Ribeiro,2002-10-26,Male,White,1858.54,North,4.27,2,10.14,0
12295,Lucas Santos,2009-09-26,Female,Black,1392.0,North,8.82,2,2.85,1
12296,Ana Ferreira,2003-06-19,Female,Black,432.92,West,3.42,1,8.29,1
12297,Lucas Martins,2006-05-13,Female,Brown,2118.19,East,5.11,2,14.09,1
12298,Pedro Souza,2005-04-13,Male,Brown,2810.16,North,7.85,1,1.16,0
12299,Camila Pereira,2009-02-19,Male,White,-1890.86,South,3.17,2,9.93,1
12300,Pedro Martins,2008-03-21,Male,White,3685.45,South,9.27,2,7.34,1
12301,João Pereira,2002-01-20,Male,White,2466.35,North,9.81,2,11.99,0
12302,Pedro Santos,2003-11-23,Male,White,1211.22,South,5.64,1,2.44,1
12303,João Ribeiro,2004-06-22,Female,White,4379.33,North,0.5,2,9.66,1
12304,Camila Costa,2007-07-25,Male,White,4661.09,East,6.22,1,7.15,0
12305,José Ferreira,2005-08-28,Male,White,3059.8,North,7.31,2,0.47,0
12306,Lucas Oliveira,2006-06-13,Female,White,2920.66,West,2.38,2,9.47,0
12307,Paulo Costa,2008-04-21,Male,White,2390.85,South,7.56,1,12.38,0
12308,Paulo Santos,2006-10-11,Female,Brown,3255.7,South,5.36,1,0.33,0
12309,Camila Silva,2000-04-04,Female,White,800.65,South,9.93,1,7.81,1
12310,Ana Silva,2001-08-11,Male,Brown,3637.99,North,4.7,1,2.53,1
12311,João Oliveira,2002-05-17,Female,Indigenous,-167.12,West,8.46,2,1.97,1
12312,João Ferreira,2002-03-28,Male,Brown,4237.25,West,0.79,2,14.99,0
12313,Clara Costa,2003-07-26,Female,Brown,2955.45,Center,1.68,1,4.12,0
12314,Ana Santos,2002-07-28,Male,Brown,2383.79,South,2.86,2,13.53,0
12315,Pedro Lima,2003-12-26,Female,Black,3801.67,North,2.63,1,0.59,0
12316,Carla Costa,2005-05-08,Male,Brown,1330.57,West,3.25,1,3.61,1
12317,Camila Santos,2004-02-18,Male,White,2315.72,East,0.07,2,5.07,1
12318,Pedro Oliveira,2006-11-05,Female,Brown,2432.57,East,2.82,1,5.55,1
12319,Ana Ferreira,2003-08-14,Male,Brown,4484.56,South,7.6,3,0.71,0
12320,Clara Oliveira,2004-12-19,Female,Brown,413.63,Center,2.65,1,4.88,0
12321,Camila Santos,2003-03-10,Male,Black,1274.86,East,2.98,1,4.48,1
12322,Paulo Martins,2007-08-14,Male,White,357.65,East,6.37,1,2.6,1
12323,Camila Silva,2009-10-20,Male,Brown,736.75,North,7.43,1,5.76,0
12324,Maria Lima,2001-01-06,Male,White,623.54,Center,6.15,1,6.98,1
12325,Carla Pereira,2007-10-10,Female,White,4221.62,East,0.98,1,5.91,1
12326,Pedro Ribeiro,2008-11-01,Male,White,1596.68,West,1.41,2,1.62,1
12327,Carla Silva,2000-01-04,Male,Brown,3516.89,East,2.73,1,3.9,1
12328,Maria Oliveira,2006-04-23,Female,Brown,5496.21,Center,8.18,3,5.63,0
12329,Paulo Lima,2009-01-10,Male,Brown,2280.56,South,1.38,2,3.31,0
12330,Paulo Ribeiro,2009-03-02,Female,Black,3442.66,Center,0.47,2,9.31,0
12331,Paulo Ribeiro,2006-12-17,Female,Brown,158.57,East,5.53,1,1.03,1
12332,Camila Costa,2003-08-09,Female,Brown,4637.93,South,6.01,1,2.43,0
12333,Carla Lima,2001-08-19,Male,White,2033.9,South,2.22,1,7.24,1
12334,Pedro Silva,2009-08-21,Female,Black,1829.63,North,7.98,1,0.8,0
12335,José Souza,2004-11-28,Female,Brown,4080.81,North,5.57,1,7.62,0
12336,Ana Lima,2007-05-13,Female,Brown,2865.0,South,8.76,1,11.75,0
12337,Clara Costa,2003-08-17,Male,White,1671.47,Center,5.03,1,2.02,0
12338,Ana Oliveira,2006-09-05,Female,Brown,-163.59,South,6.86,2,4.41,1
12339,Paulo Ferreira,2006-06-12,Female,Black,1915.74,Center,8.39,1,4.59,0
12340,Paulo Costa,2001-11-27,Female,White,5328.15,East,3.99,2,8.71,1
12341,Paulo Ribeiro,2008-07-16,Male,White,-896.64,South,8.15,2,13.71,0
12342,Pedro Silva,2004-10-26,Male,Brown,794.72,Center,1.71,1,10.86,1
12343,José Oliveira,2003-12-27,Male,Brown,1872.33,South,7.19,1,11.17,0
12344,Carla Santos,2002-03-27,Female,Brown,1790.11,East,2.0,1,10.06,1
12345,Camila Costa,2002-12-24,Female,Brown,2283.53,South,6.12,3,6.51,0
12346,Pedro Lima,2006-06-22,Female,White,2358.15,North,7.14,2,6.99,0
12347,Camila Oliveira,2008-03-12,Female,Brown,4088.36,North,3.6,1,5.92,0
12348,José Silva,2008-01-19,Male,Black,988.29,West,2.17,1,0.91,1
12349,Clara Pereira,2002-06-19,Female,White,2976.84,South,5.31,1,12.66,0
12350,Maria Ferreira,2004-08-22,Female,Brown,1265.74,West,1.04,1,6.76,1
12351,Pedro Santos,2007-04-26,Female,White,2411.47,Center,4.98,2,6.57,0
12352,Carla Santos,2005-10-06,Female,White,2902.4,West,4.79,2,9.71,0
12353,Camila Souza,2000-09-19,Male,White,1230.53,North,1.8,1,1.04,1
12354,Maria Santos,2008-02-19,Male,Black,2808.02,Center,9.37,1,12.24,1
12355,Maria Silva,2009-09-28,Female,Brown,1223.78,West,8.24,2,7.85,0
12356,Ana Silva,2006-02-17,Female,White,1426.4,West,6.86,1,10.25,0
12357,Camila Lima,2002-12-22,Male,Brown,350.63,East,1.07,1,10.86,1
12358,Pedro Oliveira,2003-05-23,Female,Brown,2025.07,North,5.9,1,6.26,0
12359,Paulo Silva,2006-08-04,Female,Brown,3725.37,Center,6.42,2,7.88,0
12360,João Santos,2002-02-04,Male,White,5531.32,East,6.39,2,12.76,1
12361,João Souza,2003-04-17,Female,Brown,2617.8,North,8.69,2,14.37,0
12362,Clara Ferreira,2009-04-15,Male,Brown,3776.0,West,2.48,2,10.68,1
12363,Camila Silva,2002-12-12,Female,White,1070.07,West,3.44,1,10.96,1
12364,Maria Santos,2003-09-28,Female,White,2120.06,West,2.13,2,11.08,1
12365,Carla Costa,2003-08-01,Female,White,3067.56,North,4.73,1,8.33,0
12366,Lucas Martins,2000-04-14,Female,Brown,2302.95,North,8.1,1,5.58,0
12367,João Ribeiro,2006-10-07,Male,Black,2375.42,East,7.09,1,3.29,0
12368,Camila Souza,2009-11-26,Female,Black,2395.23,South,1.46,1,6.2,0
12369,Maria Souza,2009-11-23,Male,White,3774.54,East,9.2,2,1.55,1
12370,Lucas Lima,2003-07-21,Male,Brown,4338.86,North,7.42,2,10.22,0
12371,João Costa,2003-06-01,Male,Brown,2874.11,West,2.01,1,6.94,1
12372,Lucas Santos,2008-03-28,Male,White,2774.75,North,8.12,1,10.92,0
12373,José Oliveira,2006-12-04,Female,White,506.27,West,5.07,1,0.28,0
12374,Camila Santos,2005-04-26,Female,White,102.41,East,8.76,2,5.59,0
12375,Clara Souza,2006-05-16,Female,White,2810.86,West,4.61,1,14.26,1
12376,Maria Ribeiro,2008-07-12,Male,White,2491.82,South,4.11,1,13.93,0
12377,Carla Oliveira,2007-01-11,Male,White,2638.13,Center,2.35,3,6.2,1
12378,Clara Pereira,2000-09-20,Male,White,2962.22,South,1.89,1,13.36,1
12379,Camila Costa,2008-07-22,Female,Brown,5159.06,East,5.73,1,5.66,0
12380,Carla Silva,2000-03-12,Female,White,3280.46,East,9.3,1,8.58,0
12381,Paulo Silva,2002-05-15,Female,Black,3230.49,North,3.99,1,13.27,1
12382,Carla Silva,2003-05-01,Male,White,3039.74,South,8.96,1,7.39,1
12383,Paulo Ribeiro,2009-05-04,Male,White,3863.04,West,9.87,1,10.16,0
12384,João Ferreira,2005-07-09,Male,White,3477.67,East,3.99,1,4.74,1
12385,Clara Pereira,2003-08-13,Male,Brown,6844.03,South,1.98,1,8.86,1
12386,Carla Pereira,2005-01-03,Female,White,4541.0,Center,3.38,1,14.1,1
12387,Lucas Santos,2007-06-28,Female,White,3226.42,East,4.4,1,1.75,0
12388,Carla Ribeiro,2003-06-25,Female,White,433.76,East,3.99,2,10.66,1
12389,Ana Santos,2007-09-13,Male,Brown,3533.93,West,1.22,1,0.57,0
12390,Clara Lima,2000-11-13,Female,Brown,4387.78,Center,3.89,1,7.89,0
12391,Carla Lima,2005-11-02,Female,Brown,2443.13,East,4.5,1,3.71,1
12392,Clara Oliveira,2004-10-26,Male,Brown,3758.68,Center,6.37,1,5.42,0
12393,Lucas Souza,2007-02-26,Female,White,3572.62,North,3.09,1,9.99,0
12394,Camila Ferreira,2004-12-04,Female,Black,207.92,West,5.97,2,13.87,1
12395,Camila Pereira,2003-03-03,Male,Brown,2075.35,North,9.24,1,0.46,0
12396,Carla Ferreira,2007-08-14,Male,White,-925.67,North,4.8,1,9.58,1
12397,Clara Costa,2000-02-17,Female,White,4214.75,East,1.82,1,13.73,0
12398,Paulo Ribeiro,2006-09-20,Male,Black,1807.97,East,2.89,2,14.13,0
12399,Maria Lima,2007-02-07,Female,Black,2325.57,North,7.35,1,10.77,1
12400,Pedro Lima,2000-01-28,Male,White,537.33,Center,1.33,3,0.54,0
12401,João Santos,2003-09-19,Male,Brown,3321.53,East,4.94,3,7.64,0
12402,Lucas Silva,2009-01-23,Female,White,3670.21,South,2.35,3,1.68,1
12403,Ana Costa,2006-03-25,Female,Brown,-798.32,South,0.2,1,6.41,1
12404,João Santos,2007-10-13,Female,Brown,4186.03,North,1.26,2,0.9,0
12405,Camila Costa,2002-06-27,Male,White,4664.77,South,6.44,2,10.82,1
12406,Pedro Costa,2009-05-28,Male,White,3460.83,East,2.03,1,10.58,1
12407,João Ferreira,2006-10-18,Female,Brown,1804.11,Center,4.25,2,6.15,1
12408,Ana Silva,2004-10-16,Male,White,1837.99,South,9.95,2,10.95,0
12409,Paulo Lima,2003-09-19,Female,White,4751.3,South,1.81,3,7.66,1
12410,Paulo Oliveira,2000-01-19,Female,Brown,1764.04,East,3.19,1,12.13,1
12411,Ana Souza,2007-01-23,Male,White,2711.37,East,2.59,1,12.49,1
12412,José Silva,2004-06-27,Female,Brown,2155.24,Center,2.94,1,5.88,1
12413,José Lima,2009-09-22,Male,Black,2432.99,East,8.26,1,2.8,1
12414,Carla Souza,2009-09-15,Female,Brown,1685.38,West,3.77,1,4.06,1
12415,Clara Oliveira,2004-03-26,Male,Brown,4305.33,East,6.9,1,13.22,0
12416,Camila Pereira,2005-05-09,Male,White,657.6,South,9.13,1,1.46,0
12417,Camila Lima,2007-08-02,Female,Black,2218.76,South,9.98,2,1.55,0
12418,Clara Lima,2001-02-05,Male,Brown,1237.76,East,9.56,1,1.63,1
12419,Lucas Silva,2002-01-14,Male,White,3162.11,East,7.77,2,12.31,1
12420,Camila Oliveira,2002-09-10,Female,White,4259.94,East,1.63,2,12.34,1
12421,José Costa,2006-02-03,Male,White,4122.03,West,7.43,1,7.92,0
12422,Pedro Silva,2003-12-19,Female,White,1777.65,North,8.03,1,7.81,0
12423,José Oliveira,2004-05-03,Male,Brown,2488.88,North,1.45,2,12.28,0
12424,João Martins,2000-08-16,Male,White,1536.48,Center,1.96,1,2.61,1
12425,Ana Lima,2009-04-22,Female,White,4902.79,East,5.42,1,1.49,0
12426,Lucas Souza,2003-04-23,Female,White,1812.9,South,4.62,2,11.64,1
12427,Ana Oliveira,2004-08-06,Female,White,2665.32,South,0.88,2,6.06,1
12428,Clara Oliveira,2008-04-23,Female,White,3318.27,West,4.31,1,7.7,0
12429,José Pereira,2001-08-01,Female,White,5296.78,West,7.29,1,5.29,0
12430,Camila Ferreira,2007-02-17,Female,Brown,3611.11,West,7.59,3,13.56,1
12431,Pedro Ferreira,2007-05-08,Female,Brown,4978.5,Center,9.33,3,14.18,0
12432,Camila Pereira,2006-02-24,Male,White,-411.83,East,0.76,1,5.73,1
12433,Paulo Oliveira,2008-10-18,Female,White,3259.27,North,0.45,1,2.17,1
12434,Camila Lima,2009-03-06,Female,White,3714.21,North,9.75,1,9.54,1
12435,João Santos,2009-06-05,Female,White,1247.98,South,6.29,1,14.12,1
12436,Ana Oliveira,2000-10-21,Female,Brown,3719.22,Center,1.86,2,1.25,1
12437,Clara Ribeiro,2004-12-24,Male,White,2537.09,South,9.17,3,12.78,1
12438,Carla Lima,2003-07-16,Male,White,1890.31,South,8.81,2,10.64,0
12439,João Lima,2003-08-02,Male,White,2145.77,South,7.75,2,7.03,0
12440,João Lima,2007-10-17,Female,White,2924.28,South,3.11,2,12.98,1
12441,Pedro Silva,2000-01-17,Female,Black,2374.19,North,2.37,3,5.58,1
12442,Maria Santos,2008-11-28,Male,Brown,1842.55,East,0.42,1,8.78,0
12443,Camila Silva,2000-10-26,Female,Brown,2589.9,East,9.47,3,1.69,1
12444,José Souza,2001-01-02,Female,Brown,3567.97,West,8.76,1,11.2,0
12445,João Ferreira,2000-10-12,Male,White,2087.77,West,0.71,3,3.06,0
12446,Paulo Souza,2007-05-24,Female,White,-644.18,East,5.94,1,9.97,0
12447,João Pereira,2001-09-18,Male,White,2670.49,South,4.72,1,10.75,1
12448,João Costa,2009-11-15,Female,White,3843.66,Center,2.61,1,8.58,0
12449,Lucas Ribeiro,2008-05-18,Female,White,6064.04,West,8.82,1,12.64,0
12450,Camila Pereira,2005-07-27,Female,White,2959.8,North,7.21,1,1.04,1
12451,Maria Lima,2000-08-03,Female,Brown,623.67,North,5.53,1,11.47,0
12452,Pedro Pereira,2002-08-14,Male,Brown,884.15,West,7.65,1,2.71,0
12453,José Souza,2009-10-26,Male,Brown,2413.75,West,5.35,3,8.98,1
12454,Clara Souza,2008-05-25,Male,Brown,2832.76,West,3.34,1,6.75,1
12455,Paulo Lima,2005-03-18,Female,Brown,1381.04,East,6.29,1,11.84,1
12456,Clara Lima,2002-04-18,Female,White,757.87,West,9.37,1,3.02,1
12457,Ana Ribeiro,2005-04-10,Male,White,2217.87,Center,9.26,3,14.72,0
12458,Paulo Ferreira,2006-04-13,Male,Brown,2697.76,East,5.35,1,7.97,0
12459,Paulo Lima,2006-02-04,Male,Brown,3075.1,East,5.44,1,2.68,0
12460,Paulo Santos,2008-07-20,Female,Brown,6233.94,East,4.87,1,6.24,1
12461,Pedro Ribeiro,2002-08-25,Female,Brown,858.0,North,1.95,1,0.28,0
12462,Lucas Silva,2008-06-23,Male,Indigenous,2975.65,North,7.03,1,11.17,1
12463,Ana Ribeiro,2000-08-02,Male,White,1413.67,Center,7.24,2,5.83,0
12464,João Martins,2003-10-15,Female,White,1775.1,Center,6.12,1,4.82,0
12465,Clara Souza,2001-06-26,Male,Brown,1167.16,North,4.0,1,12.26,1
12466,Carla Pereira,2005-09-21,Male,Brown,1258.96,East,3.25,2,4.9,0
12467,Lucas Souza,2009-12-12,Female,White,276.7,West,7.06,3,1.86,0
12468,Lucas Pereira,2007-08-27,Male,Brown,2962.69,West,9.93,3,4.71,0
12469,Clara Silva,2005-04-27,Female,Black,1026.23,East,4.11,1,11.53,1
12470,Ana Souza,2006-10-28,Female,White,4036.26,North,2.92,1,8.8,0
12471,Carla Martins,2003-10-16,Female,Brown,2035.63,Center,3.58,1,1.65,1
12472,Clara Ferreira,2007-04-16,Male,Brown,1493.98,East,2.63,2,6.7,1
12473,Pedro Costa,2006-10-19,Female,Brown,4180.11,East,0.79,1,9.17,1
12474,Clara Ferreira,2002-10-28,Male,Brown,4282.57,South,4.98,2,4.74,1
12475,José Souza,2005-07-16,Female,Brown,4714.01,South,8.2,2,6.24,0
12476,Ana Souza,2003-09-02,Female,Brown,3772.06,South,9.84,1,1.28,1
12477,Lucas Oliveira,2003-11-28,Male,White,3839.11,Center,0.78,2,8.5,0
12478,Paulo Silva,2001-05-15,Female,Brown,1000.99,Center,8.55,2,5.47,1
12479,Maria Santos,2005-07-04,Male,Brown,3611.97,East,1.96,1,5.79,0
12480,José Lima,2008-04-17,Female,Brown,725.98,South,0.33,1,8.62,1
12481,Ana Ferreira,2001-11-25,Female,White,3550.67,North,9.85,1,0.49,1
12482,Carla Ribeiro,2001-11-03,Male,Black,1277.44,Center,5.08,3,13.97,1
12483,Camila Lima,2009-08-21,Female,White,432.22,North,2.23,1,3.93,1
12484,Maria Oliveira,2003-04-26,Male,White,2258.7,West,2.31,1,9.77,1
12485,Clara Souza,2003-03-10,Male,Brown,1784.76,East,1.78,2,6.2,0
12486,Carla Pereira,2005-12-02,Female,Brown,4429.33,Center,0.26,1,5.11,0
12487,Carla Silva,2005-06-05,Male,White,4311.72,Center,6.45,2,5.13,0
12488,Lucas Lima,2005-04-08,Male,White,2441.46,North,4.41,3,3.97,1
12489,Carla Ribeiro,2003-02-28,Female,White,643.47,North,9.15,1,9.95,0
12490,Lucas Souza,2008-04-17,Male,Brown,2164.59,South,8.71,3,1.76,0
12491,João Costa,2009-10-17,Female,White,3165.62,North,9.63,1,14.39,1
12492,Camila Santos,2000-09-27,Male,Brown,4598.81,Center,3.95,1,8.64,1
12493,João Pereira,2000-03-02,Female,Indigenous,1854.71,Center,0.42,3,13.78,1
12494,Carla Souza,2009-03-12,Male,White,3580.31,West,9.45,1,7.74,0
12495,Carla Ferreira,2009-01-25,Male,Black,2631.33,North,5.44,2,3.46,0
12496,Camila Ribeiro,2007-05-03,Male,White,3915.35,East,4.1,1,14.7,1
12497,Lucas Souza,2006-04-08,Male,Brown,1865.36,Center,7.05,3,0.54,0
12498,Camila Oliveira,2000-07-14,Male,Brown,-821.32,West,8.54,1,12.61,1
12499,Maria Oliveira,2007-07-25,Female,Black,2837.35,East,6.41,1,7.7,0
12500,João Martins,2004-11-18,Male,White,2840.2,West,9.14,1,11.96,0
